id,device_type,symptom_text,image_path,label,severity,recommendation
lap_0167,laptop,có phím vừa chạm nhẹ đã tự lặp nhiều lần,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0168,laptop,bàn phím đang dùng thì đột nhiên mất phản hồi,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0169,laptop,máy tự nhận thao tác gõ dù em để yên bàn phím,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0170,laptop,phím enter bị kẹt cứng khó nhấn xuống,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0171,laptop,gõ văn bản thì ký tự xuất hiện thiếu do một số nút hỏng,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0172,laptop,các phím mũi tên trên laptop không điều khiển được,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0173,laptop,"bàn phím bị loạn, nhấn một phím ra nhiều ký tự khác",,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0174,laptop,em bấm nút delete nhưng không có tác dụng,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0175,laptop,phím alt bên phải bị liệt hoàn toàn,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0176,laptop,máy nhập chữ nhảy lung tung vì bàn phím lỗi,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0177,laptop,một hàng phím trên bàn phím bỗng dưng không hoạt động,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0178,laptop,khi em gõ nhanh thì bàn phím bỏ sót rất nhiều ký tự,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0179,laptop,nút tab không phản hồi dù em đã nhấn mạnh,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0180,laptop,phím chữ cái trên máy bị cứng và khó sử dụng,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0181,laptop,bàn phím cứ tự bấm lặp lại một ký tự liên tục,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0182,laptop,lúc gõ thì có phím ăn có phím không rất thất thường,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0183,laptop,các nút bên phải của bàn phím gần như không dùng được,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0184,laptop,máy nhận sai ký tự khi em nhấn số,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0185,laptop,phím cách bị chập chờn khiến câu chữ dính lại,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0186,laptop,bàn phím laptop bị liệt sau khi em vừa mở máy,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0187,laptop,nút esc không hoạt động làm em khó thao tác,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0188,laptop,gõ tiếng Việt thì bàn phím phản hồi không ổn định,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0189,laptop,em thấy vài phím bị bật lên và nhấn xuống không êm,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0190,laptop,bàn phím tự nhập liên tiếp dù em chưa gõ gì,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0191,laptop,nút caps lock không sáng và cũng không dùng được,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0192,laptop,máy bị lỗi bàn phím nên nhập văn bản rất khó khăn,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0193,laptop,phím shift và ctrl cùng lúc đều không nhận,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0194,laptop,một số nút chỉ hoạt động khi em nhấn rất mạnh,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0195,laptop,"bàn phím chập chờn, lúc bình thường lúc liệt hẳn",,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0196,laptop,gõ văn bản dài thì các phím bắt đầu phản hồi sai,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0197,laptop,em không dùng được hàng phím chức năng ở phía trên,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0198,laptop,nhiều phím bị kẹt sau đó máy tự lặp chữ không ngừng,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0199,laptop,phím enter và space đều hoạt động không ổn định,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0200,laptop,bàn phím không nhận thao tác ở một vùng khá lớn,,keyboard_issue,medium,"Kiểm tra bàn phím, vệ sinh phím và test phần cứng"
lap_0201,laptop,bấm nút nguồn nhưng laptop không lên,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0202,laptop,máy chớp đèn nguồn rồi tắt luôn ngay sau đó,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0203,laptop,laptop treo ở logo khi đang khởi động,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0204,laptop,máy cứ khởi động lại liên tục mà không vào được windows,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0205,laptop,em bật máy nhưng không thấy vào hệ điều hành,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0206,laptop,ấn nút nguồn nhiều lần mà laptop vẫn im hoàn toàn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0207,laptop,máy chỉ hiện logo rồi đứng mãi không chạy tiếp,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0208,laptop,vừa mở máy là nó tự restart liên tục,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0209,laptop,laptop không có phản hồi nào khi em nhấn power,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0210,laptop,đèn nguồn nháy một chút rồi máy tắt ngay,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0211,laptop,máy em không boot được vào màn hình đăng nhập,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0212,laptop,khởi động lên một lúc rồi máy quay về từ đầu,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0213,laptop,laptop đứng ở màn hình loading rất lâu,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0214,laptop,máy không lên nguồn dù adapter đã cắm chắc,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0215,laptop,bật máy chỉ nghe tiếng quạt rồi không boot tiếp,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0216,laptop,máy khởi động nhưng mắc kẹt ở logo hãng,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0217,laptop,em nhấn nút nguồn mà màn hình và hệ thống đều không chạy,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0218,laptop,laptop cứ lặp lại vòng khởi động không dứt,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0219,laptop,máy vào boot rất lâu rồi đứng luôn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0220,laptop,không thể vào được windows sau khi bật nguồn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0221,laptop,máy khởi động nửa chừng rồi tự tắt,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0222,laptop,bật laptop lên nhưng chỉ có đèn báo sáng rồi dừng,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0223,laptop,nhấn power thì máy không lên dù pin còn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0224,laptop,máy cứ hiện logo rồi đơ không phản hồi gì thêm,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0225,laptop,quá trình khởi động bị treo trước khi vào màn hình chính,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0226,laptop,laptop tự khởi động lại nhiều lần liên tiếp,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0227,laptop,máy mở lên nhưng không vượt qua bước boot ban đầu,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0228,laptop,ấn nút nguồn nhưng hệ thống không có dấu hiệu khởi động,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0229,laptop,máy đang boot thì tắt ngang rồi lên lại,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0230,laptop,laptop không vào được desktop sau khi mở máy,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0231,laptop,vừa bật lên là máy bị lặp vòng sửa lỗi khởi động,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0232,laptop,em không thể khởi động vào hệ điều hành như bình thường,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0233,laptop,máy không có hình và cũng không vào quá trình boot,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0234,laptop,khởi động rất lâu rồi đứng im ở một màn hình đầu,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0235,laptop,laptop lên nguồn chậm rồi tắt giữa chừng,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0236,laptop,máy cứ quay vòng tải mà không vào được bên trong,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0237,laptop,sau khi nhấn nút nguồn máy không boot tiếp bước nào,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0238,laptop,đèn báo nguồn sáng nhưng máy không hoàn thành khởi động,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0239,laptop,laptop bị treo ngay từ giai đoạn mở máy,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0240,laptop,máy mở lên nhưng đứng yên ở logo sản xuất,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0241,laptop,khởi động xong không vào được màn hình đăng nhập,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0242,laptop,máy em cứ tự restart nên không sử dụng được,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0243,laptop,ấn nguồn thì chỉ sáng đèn vài giây rồi tắt,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0244,laptop,quá trình mở máy bị đơ từ đầu và không tiếp tục,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0245,laptop,laptop không phản hồi sau khi em nhấn nút bật nguồn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0246,laptop,máy bị lỗi khởi động nên không vào được windows,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0247,laptop,em thấy máy boot mãi mà không xong,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0248,laptop,khởi động lên được một đoạn rồi lại trở về màn hình đầu,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0249,laptop,laptop không lên hoàn chỉnh dù có dấu hiệu nhận nguồn,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0250,laptop,máy chỉ chạy vòng khởi động mà không vào hệ thống,,boot_issue,high,"Kiểm tra nguồn, RAM, ổ cứng và quá trình khởi động"
lap_0251,laptop,loa laptop bị rè khi em mở nhạc,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0252,laptop,máy mất tiếng hoàn toàn dù video vẫn chạy,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0253,laptop,micro của laptop không thu âm được khi họp,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0254,laptop,cắm tai nghe vào nhưng em không nghe thấy âm thanh,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0255,laptop,âm lượng phát ra rất nhỏ dù đã tăng tối đa,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0256,laptop,loa ngoài lúc có tiếng lúc không rất chập chờn,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0257,laptop,máy không phát ra âm thanh dù biểu tượng loa vẫn bình thường,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0258,laptop,khi mở bài hát thì tiếng bị bể và khó nghe,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0259,laptop,mic nói chuyện online không nhận giọng của em,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0260,laptop,tai nghe cắm vào laptop nhưng không có âm thanh truyền ra,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0261,laptop,loa phát ra tiếng rè như bị vỡ tiếng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0262,laptop,âm thanh lúc to lúc nhỏ không ổn định,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0263,laptop,máy em không ghi âm được qua micro tích hợp,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0264,laptop,video vẫn phát nhưng laptop hoàn toàn im lặng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0265,laptop,loa bên trái nghe nhỏ hơn hẳn loa bên phải,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0266,laptop,âm thanh bị méo khi em mở file nhạc,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0267,laptop,micro bị tịt nên ứng dụng họp không nhận tiếng nói,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0268,laptop,cắm headphone rồi mà máy vẫn không phát âm thanh,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0269,laptop,loa trong của laptop nghe như bị nghẹt,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0270,laptop,âm thanh đột nhiên biến mất sau khi cập nhật máy,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0271,laptop,em nói nhưng mic laptop không thu vào hệ thống,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0272,laptop,khi mở âm lượng lớn thì loa bị rè mạnh,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0273,laptop,máy phát tiếng rất nhỏ dù em đã chỉnh max volume,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0274,laptop,tai nghe hoạt động chập chờn khi cắm vào laptop,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0275,laptop,loa laptop bị nổ lách tách khi xem video,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0276,laptop,máy không có âm thanh ở cả loa ngoài lẫn tai nghe,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0277,laptop,micro thu tiếng rất bé gần như không nghe được,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0278,laptop,âm thanh bị gián đoạn lúc có lúc mất,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0279,laptop,loa của máy nghe đục và méo tiếng rõ rệt,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0280,laptop,em gọi online nhưng bên kia không nghe thấy em nói,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0281,laptop,laptop phát tiếng bị rè khi mở nhạc nền nhẹ,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0282,laptop,không nghe được âm thanh thông báo từ hệ thống,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0283,laptop,máy nhận tai nghe nhưng vẫn không có tiếng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0284,laptop,giọng thu qua micro bị mất hẳn,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0285,laptop,loa máy tính xách tay phát âm không tròn tiếng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0286,laptop,âm lượng của laptop tụt rất thấp bất thường,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0287,laptop,micro lúc nhận lúc không khi em họp trực tuyến,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0288,laptop,video có hình nhưng không có tiếng đi kèm,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0289,laptop,máy em bị mất tiếng sau khi khởi động lại,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0290,laptop,loa phát ra tiếng rít khó chịu khi mở file âm thanh,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0291,laptop,cổng tai nghe cắm vào nhưng máy không xuất tiếng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0292,laptop,micro của máy có dấu hiệu không hoạt động ổn định,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0293,laptop,loa laptop bị rè và méo mỗi khi tăng âm lượng,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0294,laptop,âm thanh đứt quãng khi em xem clip học tập,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0295,laptop,máy không ghi nhận giọng nói khi em dùng recorder,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0296,laptop,loa bên trong phát tiếng rất yếu so với bình thường,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0297,laptop,khi mở họp trực tuyến thì em không nghe được người khác nói,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0298,laptop,laptop không phát tiếng dù thanh âm lượng vẫn tăng giảm được,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0299,laptop,micro có tín hiệu rất nhỏ nên thu âm gần như không rõ,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
lap_0300,laptop,tai nghe cắm đúng nhưng vẫn hoàn toàn không có âm thanh,,audio_issue,medium,"Kiểm tra driver âm thanh, loa và cổng kết nối"
unk_0041,laptop,Quạt chạy to nhưng không sạ được,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0014,laptop,Máy chạy được nhưng có cảm giác lạ,,unknown,medium,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0027,other,Máy em có vấn đề gì đó,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0021,laptop,Tai nghe không hoạt động,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0009,laptop,"máy tính có mùi cháy lạ, hơi khó chịu",,unknown,high,"Tắt ngay, mang đi kiểm tra, có thể lỗi linh kiện"
lap_0330,laptop,máy em có vấn đề mà tôi không thể giải thích rõ,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0039,laptop,Pin không sạc được và không lên nguồn,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0027,monitor,"màn hình nhấp nháy nhẹ nhàng, hầu như không thấy",,unknown,low,Điều chỉnh tần số màn hình hoặc thay cáp
unk_0038,laptop,Âm thanh lạ và máy chạy chậm,,unknown,medium,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0034,laptop,"máy em từng lỏng nhưng giờ chặt lại, có vấn đề",,unknown,low,"Kiểm tra vít, cơ khí máy tính"
lap_0320,laptop,máy bị vấn đề liên tục nhưng không ổn định,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0035,charger,Máy em có vấn đề nhưng không biết là gì,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0316,laptop,máy em bị khác thường từ vài ngày nay,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0020,desktop,quạt tản nhiệt CPU phát tiếng rè rè rất to,,unknown,medium,"Vệ sinh quạt, thay keo tản nhiệt"
lap_0325,laptop,không hiểu sao máy lại bị như vậy,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0331,laptop,có vấn đề với tốc độ hoặc hiệu suất,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0014,laptop,"âm thanh loa bị vỡ, phát ra tiếng kêu khó chịu",,unknown,low,"Hạ volume, thay loa nếu cần"
unk_0046,laptop,Không rõ là lỗi phần mềm hay phần cứng,,unknown,medium,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0047,other,"cáp HDMI bị hỏng, màn hình không hiện",,unknown,medium,Thay cáp HDMI hoặc sử dụng chuẩn khác
unk_0023,laptop,USB port không hoạt động,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0043,tablet,"Lỗi lúc khởi động, lúc không rõ",,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0319,laptop,lỗi kỳ quặc xuất hiện không thường xuyên,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0313,laptop,em nghi là có vấn đề gì đó với hệ thống,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0310,laptop,máy hoạt động bất thường theo nhiều cách khác nhau,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0332,laptop,máy bị nhiều triệu chứng cùng lúc,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0049,laptop,Máy có dấu hiệu bất thường khi sử dụng,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0013,laptop,Sau khi cập nhật hệ thống thì máy không ổn định,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0356,laptop,tình trạng không bình thường nhưng mơ hồ,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0352,laptop,laptop em có vấn đề nhưng tôi không biết mô tả,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0042,phone,Không lên nguồn mặc dù có sạc,,unknown,medium,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0346,laptop,có dấu hiệu của lỗi gì đó nhưng không chắc,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0042,laptop,máy em vừa mua mà chất lượng âm thanh không tốt,,unknown,low,"Kiểm tra driver âm thanh, cài đặt"
unk_0001,laptop,Thiết bị không hoạt động bình thường như mong đợi,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0033,phone,thẻ SIM không được nhận sau khi cập nhật,,unknown,medium,"Đặt lại thẻ SIM, khởi động lại điện thoại"
unk_0018,laptop,"touchpad em bị nặng, chạm vào không có phản ứng",,unknown,medium,"Cập nhật driver touchpad, thay pin bàn phím"
unk_0023,laptop,"máy tính chạy rất chậm, ngay cả khi không chạy chương trình nào",,unknown,medium,"Kiểm tra CPU/RAM, cài đặt lại hệ điều hành"
unk_0022,tablet,màn hình cảm ứng không phản ứng ở một góc nào đó,,unknown,medium,Hiệu chỉnh màn hình cảm ứng hoặc thay panel
unk_0011,laptop,Có âm thanh lạ từ thiết bị,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0343,laptop,máy em bị lệch từng chút,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
lap_0327,laptop,có thể là lỗi driver hoặc phần mềm,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0029,phone,"viền pin phù, pin không vừa vặn trong khe",,unknown,high,"Thay pin mới, không tự tháo"
unk_0024,phone,Adapter không sáng đèn,,unknown,unknown,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
unk_0026,laptop,máy em có lỗi lạ không thể mô tả cụ thể,,unknown,medium,Mô tả chi tiết hơn hoặc mang đi kiểm tra
lap_0337,laptop,máy chạy nhưng có cảm giác bất bình thường,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0020,laptop,Loa ngoài không phát âm thanh,,unknown,unknown,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0323,laptop,có vài vấn đề diễn ra đồng thời,,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0030,laptop,"em không biết máy bị gì, chỉ biết không chạy được như trước",,unknown,medium,Mô tả triệu chứng cụ thể hơn
unk_0031,laptop,Không biết nguyên nhân,,unknown,high,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
lap_0312,laptop,"máy em vừa cùi bắp, vừa nóng, vừa chạy chậm",,unknown,low,Cần kiểm tra kỹ lưỡng để xác định vấn đề chính xác
unk_0005,laptop,Thiết bị hoạt động chập chờn,,unknown,low,Cần kiểm tra kỹ lưỡng hoặc yêu cầu thông tin chi tiết hơn
<<<<<<< Updated upstream
=======
lap_0357,laptop,laptop không tìm thấy mạng wifi nào quanh nhà,,wifi_network_issue,medium,"Kiểm tra driver Wi-Fi, reset mạng hoặc cập nhật firmware card mạng"
